PDB,CHAIN,SP_PRIMARY
5hyn,K,Q15910
5hyn,L,O75530
5hyn,M,Q15022
5hyn,O,P68431
5hyn,P,Q92833
5hyn,Q,Q15910
5hyn,R,O75530
5hyn,S,Q15022
5hyn,T,P68431
5hyn,U,Q92833
5hyp,A,P04003
5hyr,A,P03372
5hyr,B,P03372
5hyr,F,Q15596
5hyr,G,Q15596
5hys,G,P01854
5hys,I,P01854
5hys,J,P01854
5hys,K,P01854
5hyt,B,P04003
5hyt,D,P04003
5hyt,F,P04003
5hyt,H,P04003
5hyu,B,P04003
5hz5,A,Q01469
5hz6,A,P15090
5hz8,A,P15090
5hz9,A,P05413
5hz9,B,P05413
5hz9,C,P05413
5hz9,D,P05413
5hz9,E,P05413
5hz9,F,P05413
5hz9,G,P05413
5hz9,H,P05413
5hzc,A,P37231
5hzc,B,P37231
5hze,A,Q02750
5hzf,A,P02745
5hzf,A,P02747
5hzf,A,P02746
5hzh,A,P63000
5hzi,A,Q15811
5hzi,B,Q15811
5hzj,A,Q15811
5hzj,B,Q15811
5hzk,A,P60953
5hzk,B,Q15811
5hzk,C,P60953
5hzk,D,Q15811
5hzm,A,Q96LA8
5hzn,A,P08069
5hzn,B,P08069
5hzn,C,P08069
5hzn,D,P08069
5hzn,E,P08069
5hzn,F,P08069
5hzn,G,P08069
5hzn,H,P08069
5hzp,B,P04003
5hzp,D,P04003
5hzq,A,P29373
5hzq,B,P29373
5hzv,A,P17813
5hzw,A,P17813
5hzw,B,Q9UK05
5i04,A,P17813
5i05,A,Q9UK05
5i0b,A,O96013
5i0h,A,Q9HD67
5i0h,B,Q9HD67
5i0i,A,Q9HD67
5i0i,B,Q9HD67
5i0i,C,P0DP23
5i0i,E,P0DP23
5i0i,G,P0DP23
5i0i,I,P0DP23
5i0l,A,P39900
5i0l,B,P39900
5i0n,A,Q9BTU6
5i0q,B,P04003
5i12,A,P14780
5i1b,A,P01584
5i1q,A,P21675
5i22,A,O00499
5i25,A,P03951
5i25,B,P01042
5i29,A,P21675
5i2c,A,Q8WTX7
5i2c,B,Q8WTX7
5i2c,C,Q8WTX7
5i2c,D,Q8WTX7
5i2e,A,P49773
5i2e,B,P49773
5i2f,A,P49773
5i2f,B,P49773
5i2k,A,Q12879
5i2k,B,Q05586
5i2l,A,Q96C19
5i2n,A,Q12879
5i2n,B,Q05586
5i2o,A,Q96C19
5i2q,A,Q96C19
5i2r,A,Q9Y233
5i2r,B,Q9Y233
5i2r,C,Q9Y233
5i2r,D,Q9Y233
5i2x,A,Q96AP0
5i2x,B,Q96AP0
5i2y,A,Q96AP0
5i2y,B,Q96AP0
5i2z,A,P39900
5i2z,B,P39900
5i2z,C,P39900
5i2z,D,P39900
5i35,A,Q8NI60
5i3l,A,Q92784
5i3l,B,Q92784
5i3l,C,P68431
5i3m,A,P39900
5i3m,B,P39900
5i3m,C,P39900
5i3m,D,P39900
5i3o,A,Q9NSY1
5i3o,B,Q9NSY1
5i3r,A,Q9NSY1
5i3r,B,Q9NSY1
5i3v,A,P56817
5i3w,A,P56817
5i3x,A,P56817
5i3y,A,P56817
5i40,A,Q9H8M2
5i43,A,P39900
5i43,B,P39900
5i43,C,P39900
5i43,D,P39900
5i46,H,P08709
5i46,L,P08709
5i4e,A,Q7Z406
5i4h,A,P07711
5i4h,B,P07711
5i4n,A,O60674
5i4o,A,P39900
5i4o,B,P39900
5i4o,C,P39900
5i4o,D,P39900
5i4v,A,P55055
5i4v,A,Q15596
5i4v,B,P28702
5i4v,B,Q15596
5i4v,E,P55055
5i4v,E,Q15596
5i4v,F,P28702
5i4v,F,Q15596
5i4z,A,P01106
5i4z,B,P01106
5i50,A,P01106
5i50,B,P01106
5i5k,A,P01031
5i5k,B,P01031
5i5s,A,O15382
5i5s,B,O15382
5i5t,A,O15382
5i5t,B,O15382
5i5u,A,O15382
5i5u,B,O15382
5i5v,A,O15382
5i5v,B,O15382
5i5w,A,O15382
5i5w,B,O15382
5i5x,A,O15382
5i5x,B,O15382
5i5y,A,O15382
5i5y,B,O15382
5i5z,A,P49336
5i5z,B,P24863
5i60,A,O15382
5i60,B,O15382
5i6j,A,O75044
5i6r,A,O75044
5i6v,A,Q06124
5i6v,B,Q06124
5i6x,A,P31645
5i6z,A,P31645
5i71,A,P31645
5i73,A,P31645
5i74,A,P31645
5i75,A,P31645
5i7d,A,O75044
5i7d,B,O75044
5i7j,A,Q9NP55
5i7j,B,Q9NP55
5i7k,A,Q9NP55
5i7k,B,Q9NP55
5i7l,A,Q9NP55
5i7l,B,Q9NP55
5i7m,A,P49643
5i7m,B,P49643
5i7p,A,P62942
5i7q,A,P62942
5i7u,A,P27487
5i7u,B,P27487
5i7x,A,Q9H8M2
5i7y,A,Q9H8M2
5i7z,B,Q9BUF7
5i80,A,O60885
5i81,A,P17405
5i83,A,Q92793
5i85,A,P17405
5i86,A,Q92793
5i86,B,Q92793
5i88,A,O60885
5i89,A,Q92793
5i8a,A,P04629
5i8b,A,Q92793
5i8g,A,Q92793
5i8n,A,P06702
5i8n,B,P06702
5i8p,A,Q13093
5i8p,B,Q13093
5i8r,A,P17405
5i8r,B,P17405
5i8r,C,P17405
5i94,A,O94925
5i94,B,O94925
5i94,C,O94925
5i94,D,O94925
5i95,A,P48735
5i96,A,P48735
5i96,B,P48735
5i9b,A,P42574
5i9i,A,Q13093
5i9i,B,Q13093
5i9j,A,Q14849
5i9t,A,P42574
5i9t,C,P42574
5i9u,A,P29317
5i9v,A,P29317
5i9w,A,P29317
5i9x,A,P29317
5i9y,A,P29317
5i9z,A,P29317
5ia0,A,P29317
5ia0,B,P29317
5ia0,C,P29317
5ia1,A,P29317
5ia2,A,P29317
5ia3,A,P29317
5ia4,A,P29317
5ia5,A,P29317
5ia7,A,P61960
5ia7,B,P61960
5ia8,A,Q9GZZ9
5ia8,A,P61960
5ia8,B,Q9GZZ9
5ia8,B,P61960
5iaa,A,Q9GZZ9
5iaa,B,Q9GZZ9
5iaa,C,P61960
5iaa,D,P61960
5iab,A,P42574
5iab,C,P42574
5iae,A,P42574
5iae,C,P42574
5iag,A,P42574
5iaj,A,P42574
5iak,A,P42574
5ian,A,P42574
5iar,A,P42574
5ias,A,P42574
5iaw,A,Q96RI1
5iaw,B,Q96RI1
5iaw,C,Q15596
5iaw,D,Q15596
5iay,A,Q96T88
5iay,B,Q96T88
5ib1,A,P01889
5ib1,B,P61769
5ib1,C,P32241
5ib2,A,P01889
5ib2,B,P61769
5ib2,C,P32241
5ib3,A,P01889
5ib3,B,P61769
5ib3,C,P32241
5ib4,A,P01889
5ib4,B,P61769
5ib4,C,P32241
5ib5,A,P01889
5ib5,B,P61769
5ib5,C,P32241
5ib5,D,P01889
5ib5,E,P61769
5ib5,F,P32241
5ibc,A,P42574
5ibk,A,P63208
5ibk,B,Q969H0
5ibk,C,P0CG47
5ibk,D,P63208
5ibk,E,Q969H0
5ibk,F,P0CG47
5ibm,A,Q06124
5ibm,B,Q06124
5ibn,A,P25440
5ibp,A,P42574
5ibr,A,P42574
5ibr,C,P42574
5ibs,A,Q06124
5ibs,B,Q06124
5ic3,A,Q9HD26
5ic3,B,Q9HD26
5ic4,A,P42574
5ic4,B,P42574
5ic4,C,P42574
5ic4,D,P42574
5ic4,E,P42574
5ic4,F,P42574
5ic4,G,P42574
5ic4,H,P42574
5ic6,A,P55210
5ic6,B,P55210
5ic6,C,P55210
5ic6,D,P55210
5ick,A,Q96RI1
5ick,B,Q96RI1
5ick,C,Q15596
5ick,D,Q15596
5icm,A,Q9BPX1
5icn,A,Q13330
5icn,B,Q13547
5icp,A,P49336
5icp,B,P24863
5ics,A,Q9BPX1
5ics,C,Q9BPX1
5ics,D,Q9BPX1
5ics,F,Q9BPX1
5icv,A,Q9H7X0
5icv,B,Q9H7X0
5icw,A,Q9H7X0
5icw,B,Q9H7X0
5icw,C,Q9H7X0
5icw,D,Q9H7X0
5id7,A,P02768
5id7,B,P02768
5idn,A,P49336
5idn,B,P24863
5idp,A,P49336
5idp,B,P24863
5idz,A,P09104
5idz,B,P09104
5ie1,A,P56817
5ieh,A,P01889
5ieh,B,P61769
5ieh,C,Q9NQS7
5iei,A,P11717
5iek,A,P01889
5iek,B,P61769
5iek,C,Q9NQS7
5iev,A,P24941
5iex,A,P24941
5iey,A,P24941
5iez,A,Q07820
5iez,B,Q07820
5iez,C,Q07820
5iez,D,Q07820
5if1,A,P24941
5if1,B,P20248
5if1,C,P24941
5if1,D,P20248
5if4,A,Q07820
5if4,B,Q07820
5ife,A,Q15393
5ife,B,Q9BWJ5
5ife,C,O75533
5ife,D,Q7RTV0
5ifm,A,Q15233
5ifm,B,Q15233
5ifm,C,Q15233
5ifm,D,Q15233
5ifm,E,Q15233
5ifm,F,Q15233
5ifm,G,Q15233
5ifm,H,Q15233
5ifm,I,Q15233
5ifm,J,Q15233
5ifm,K,Q15233
5ifm,L,Q15233
5ifn,A,Q8WXF1
5ifn,B,Q8WXF1
5ifo,A,P02768
5ifr,A,P61077
5ifr,B,P0CG47
5ifs,A,Q9BZE9
5ifs,B,P55072
5ifs,C,Q9BZE9
5ifs,D,P55072
5ifw,A,Q9BZE9
5ifw,B,P55072
5ig3,A,Q9UQM7
5ig3,B,Q9UQM7
5ig3,C,Q9UQM7
5ig3,D,Q9UQM7
5ig3,E,Q9UQM7
5ig3,F,Q9UQM7
5ig6,A,P25440
5igk,A,O60885
5igl,A,Q8IZX4
5igm,A,Q9H8M2
5igm,B,Q9H8M2
5ign,A,Q9H8M2
5ign,B,Q9H8M2
5igo,U,Q96RU8
5igo,V,Q96RU8
5igo,W,Q96RU8
5igo,X,Q96RU8
5igq,A,Q8NHY2
5igq,B,Q8NHY2
5igq,C,Q8NHY2
5igq,D,Q8NHY2
5igq,E,Q8NHY2
5igq,F,Q8NHY2
5igq,U,Q96RU8
5igq,V,Q96RU8
5igq,W,Q96RU8
5igq,X,Q96RU8
5igq,Y,Q96RU8
5igq,Z,Q96RU8
5ih4,A,P48730
5ih5,A,P48730
5ih6,A,P48730
5ih8,A,Q14680
5ih9,A,Q14680
5iha,A,Q14680
5ihb,A,P20138
5ihb,B,P20138
5ihb,C,P20138
5ihb,D,P20138
5ihc,A,Q14680
5ihh,A,P02766
5ihh,B,P02766
5ihl,A,P25942
5ihl,D,P25942
5ihl,F,P25942
5ihl,H,P25942
5ii0,A,P30988
5ii0,B,P30988
5ii0,C,P30988
5ii1,A,Q86U86
5ii1,B,Q86U86
5ii2,A,Q86U86
5ii2,B,Q86U86
5iid,A,Q86U86
5iid,B,Q86U86
5iii,A,Q9UGP5
5iij,A,Q9UGP5
5iik,A,Q9UGP5
5iil,A,Q9UGP5
5iim,A,Q9UGP5
5iin,A,Q9UGP5
5iio,A,Q9UGP5
5iio,E,Q9UGP5
5iio,I,Q9UGP5
5iio,M,Q9UGP5
5iis,A,P11309
5iit,A,O75367
5iit,B,O75367
5iit,C,O75367
5iit,D,O75367
5iiw,A,P00441
5iiw,B,P00441
5iiw,C,P00441
5iiw,D,P00441
5iiw,E,P00441
5iiw,F,P00441
5iiw,G,P00441
5iiw,H,P00441
5ij0,A,P68363
5ij0,B,Q13509
5ij7,E,O75530
5ij7,F,O75530
5ij7,S,Q15022
5ij7,T,Q15022
5ij8,E,O75530
5ij8,F,O75530
5ij8,S,Q15022
5ij8,T,Q15022
5ij9,A,P68363
5ij9,B,Q13509
5ijf,A,P02768
5ijh,A,Q9UBH6
5ijh,B,Q9UBH6
5ijn,A,O75694
5ijn,B,O75694
5ijn,C,Q8N1F7
5ijn,D,Q92621
5ijn,E,O75694
5ijn,F,Q7Z3B4
5ijn,G,Q9BVL2
5ijn,H,P37198
5ijn,I,Q8N1F7
5ijn,J,Q92621
5ijn,K,O75694
5ijn,L,Q7Z3B4
5ijn,M,Q9BVL2
5ijn,N,P37198
5ijn,O,Q8N1F7
5ijn,P,Q92621
5ijn,Q,O75694
5ijn,R,Q7Z3B4
5ijn,S,Q9BVL2
5ijn,T,P37198
5ijn,U,Q8N1F7
5ijn,V,Q92621
5ijn,W,O75694
5ijn,X,Q7Z3B4
5ijn,Y,Q9BVL2
5ijn,Z,P37198
5ijo,A,O75694
5ijo,B,O75694
5ijo,C,Q8N1F7
5ijo,D,Q92621
5ijo,E,O75694
5ijo,F,Q7Z3B4
5ijo,G,Q9BVL2
5ijo,H,P37198
5ijo,I,Q8N1F7
5ijo,J,Q5SRE5
5ijo,K,O75694
5ijo,L,Q7Z3B4
5ijo,M,Q9BVL2
5ijo,N,P37198
5ijo,O,Q8N1F7
5ijo,P,Q92621
5ijo,Q,O75694
5ijo,R,Q7Z3B4
5ijo,S,Q9BVL2
5ijo,T,P37198
5ijo,U,Q8N1F7
5ijo,V,Q5SRE5
5ijo,W,O75694
5ijo,X,Q7Z3B4
5ijo,Y,Q9BVL2
5ijo,Z,P37198
5ijr,A,O14786
5ijr,B,O14786
5ijt,A,P32119
5ijt,B,P32119
5ijt,C,P32119
5ijt,D,P32119
5ijt,E,P32119
5ijt,F,P32119
5ijt,G,P32119
5ijt,H,P32119
5ijt,I,P32119
5ijt,J,P32119
5ikc,M,O43602
5ikc,N,O43602
5iko,A,P11216
5ikp,A,P11216
5ikq,A,P35354
5ikq,B,P35354
5ikr,A,P35354
5ikr,B,P35354
5ikt,A,P35354
5ikt,B,P35354
5ikv,A,P35354
5ikv,B,P35354
5ikw,A,Q9NSY1
5il0,A,Q86U44
5il0,B,Q9HCE5
5il1,A,Q86U44
5il1,B,Q9HCE5
5il2,A,Q86U44
5il2,B,Q9HCE5
5ils,A,P50549
5ilu,A,P43268
5ilv,A,P41161
5im0,A,Q14103
5im0,B,Q14103
5im7,A,P01889
5im7,B,P61769
5im7,C,P01889
5im7,D,P61769
5im8,A,O15344
5ime,A,Q13153
5ime,B,Q13153
5imk,A,Q9Y279
5iml,A,Q9Y279
5imt,D,P13987
5imx,A,Q9UM73
5imy,C,P13987
5imy,D,P13987
5in3,A,P07902
5in3,B,P07902
5in4,A,O60547
5in4,B,O60547
5in4,C,O60547
5in4,D,O60547
5in5,A,O60547
5in5,B,O60547
5in5,C,O60547
5in5,D,O60547
5in7,A,O43602
5in7,B,O43602
5inb,A,P36873
5inb,B,Q69YH5
5inc,A,P01889
5inc,B,P61769
5inc,C,P01889
5inc,D,P61769
5ind,A,P01889
5ind,B,P61769
5ind,C,P01889
5ind,D,P61769
5ino,A,O95551
5ino,B,O95551
5io1,A,P01009
5io1,B,P01009
5io9,A,O43602
5io9,B,O43602
5ioh,A,P62136
5ioh,B,Q69YH5
5ioh,C,P62136
5ioh,D,Q69YH5
5ioi,A,O43602
5ioi,B,O43602
5ioi,C,O43602
5ioi,D,O43602
5ioi,E,O43602
5ioi,F,O43602
5ion,A,Q13105
5ip4,D,O43602
5ip4,E,O43602
5ip5,A,Q99497
5ipb,A,P49773
5ipb,B,P49773
5ipc,A,P49773
5ipc,B,P49773
5ipd,A,P49773
5ipd,B,P49773
5ipe,A,P49773
5ipe,B,P49773
5ipj,A,P11309
5ipz,A,P22748
5ipz,B,P22748
5ipz,C,P22748
5ipz,D,P22748
5iq7,H,P01857
5iq7,L,P0DOY2
5iq9,A,P01857
5iq9,B,P0DOY2
5iq9,H,P01857
5iq9,L,P0DOY2
5iql,A,Q9ULM3
5iql,B,P68431
5iqp,A,P27348
5iqp,B,P27348
5iqq,A,Q9Y580
5iqq,B,Q9Y580
5iqq,C,Q9Y580
5iqq,D,Q9Y580
5iqq,E,Q9Y580
5iqz,A,Q9NRC8
5ir3,A,P01721
5irc,D,P61586
5irc,F,P61586
5iro,A,P04439
5iro,C,P61769
5iro,E,P04439
5iro,G,P61769
5iro,I,P04439
5iro,K,P61769
5iro,M,P04439
5iro,O,P61769
5iro,Q,P04439
5iro,S,P61769
5iro,U,P04439
5iro,W,P61769
5irq,A,P05093
5irq,B,P05093
5irq,C,P05093
5irq,D,P05093
5irs,A,Q16186
5irv,A,P05093
5irv,B,P05093
5irv,C,P05093
5irv,D,P05093
5iry,A,Q08554
5iry,B,Q08554
5isl,A,P29375
5ism,A,P27487
5ism,B,P27487
5iso,A,P54646
5iso,B,Q9Y478
5iso,C,P54646
5iso,D,Q9Y478
5iso,E,P54619
5iso,F,P54619
5isz,A,P04439
5isz,B,P61769
5it3,A,O60341
5it3,B,O60341
5ita,A,P15056
5ita,B,P15056
5itd,A,P42336
5itd,B,P27986
5ith,A,P31483
5itq,A,Q96FI4
5itr,A,Q96FI4
5itr,B,Q96FI4
5itr,C,Q96FI4
5itt,A,Q96FI4
5itt,B,Q96FI4
5itt,C,Q96FI4
5itu,A,Q96FI4
5itu,B,Q96FI4
5itu,C,Q96FI4
5itx,A,Q96FI4
5itx,B,Q96FI4
5itx,E,Q96FI4
5ity,A,Q96FI4
5ity,B,Q96FI4
5ity,C,Q96FI4
5itz,D,Q9HC77
5iu2,A,P41279
5iu2,B,P41279
5iu4,A,P29274
5iu7,A,P29274
5iu8,A,P29274
5iua,A,P29274
5iub,A,P29274
5iud,A,P09884
5iud,D,P09884
5iud,G,P09884
5iud,J,P09884
5iue,A,P30511
5iue,B,P61769
5iue,E,P30511
5iue,F,P61769
5iue,G,P30511
5iue,H,P61769
5iue,I,P30511
5iue,J,P61769
5iug,A,Q9UM73
5iuh,A,Q9UM73
5iui,A,Q9UM73
5iuq,A,P17931
5ius,A,Q15116
5ius,B,Q15116
5ius,C,Q9NZQ7
5ius,D,Q9NZQ7
5iv3,A,Q96PN6
5iv4,A,Q96PN6
5ivb,A,P29375
5ivc,A,P29375
5ive,A,P29375
5ivf,A,P29375
5ivj,A,P29375
5ivn,B,G9GAG7
5ivv,A,P29375
5ivw,0,Q13888
5ivw,1,Q6ZYL4
5ivw,2,Q92759
5ivw,3,Q13889
5ivw,V,P19447
5ivw,W,P18074
5ivy,A,P29375
5iw0,A,P29375
5iw3,A,P01857
5iw6,A,P01857
5iw6,B,P01857
5iwf,A,P29375
5iwg,A,Q92769
5iwg,B,Q92769
5iwg,C,Q92769
5iwl,C,Q08722
5iwl,D,Q08722
5ix0,A,Q92769
5ix0,B,Q92769
5ix0,C,Q92769
5ixb,A,Q16674
5ixb,B,Q16674
5ixc,A,Q86XP0
5ixc,B,Q86XP0
5ixd,A,P23458
5ixd,B,Q8IU57
5ixf,A,O75886
5ixf,B,O95630
5ixi,A,P23458
5ixi,B,Q8IU57
5ixi,B,Q13651
5ixk,A,P51449
5ixk,B,P51449
5ixs,A,P00338
5ixs,B,P00338
5ixs,C,P00338
5ixs,D,P00338
5ixy,A,P00338
5ixy,B,P00338
5ixy,C,P00338
5ixy,D,P00338
5iy4,A,P12004
5iy4,B,Q9H040
5iy4,C,P12004
5iy4,D,Q9H040
5iy4,E,P12004
5iy4,F,Q9H040
5iy6,0,Q13888
5iy6,1,Q6ZYL4
5iy6,2,Q92759
5iy6,3,Q13889
5iy6,A,P24928
5iy6,B,P30876
5iy6,C,P19387
5iy6,D,O15514
5iy6,E,P19388
5iy6,F,P61218
5iy6,G,P62487
5iy6,H,P52434
5iy6,I,P36954
5iy6,J,P62875
5iy6,K,P52435
5iy6,L,P53803
5iy6,M,Q00403
5iy6,N,P52655
5iy6,O,P52657
5iy6,P,P20226
5iy6,Q,P29083
5iy6,R,P29084
5iy6,S,P35269
5iy6,T,P13984
5iy6,U,P23193
5iy6,V,P19447
5iy6,W,P18074
5iy7,0,Q13888
5iy7,1,Q6ZYL4
5iy7,2,Q92759
5iy7,3,Q13889
5iy7,A,P24928
5iy7,B,P30876
5iy7,C,P19387
5iy7,D,O15514
5iy7,E,P19388
5iy7,F,P61218
5iy7,G,P62487
5iy7,H,P52434
5iy7,I,P36954
5iy7,J,P62875
5iy7,K,P52435
5iy7,L,P53803
5iy7,M,Q00403
5iy7,N,P52655
5iy7,O,P52657
5iy7,P,P20226
5iy7,Q,P29083
5iy7,R,P29084
5iy7,S,P35269
5iy7,T,P13984
5iy7,U,P23193
5iy7,V,P19447
5iy7,W,P18074
5iy8,0,Q13888
5iy8,1,Q6ZYL4
5iy8,2,Q92759
5iy8,3,Q13889
5iy8,A,P24928
5iy8,B,P30876
5iy8,C,P19387
5iy8,D,O15514
5iy8,E,P19388
5iy8,F,P61218
5iy8,G,P62487
5iy8,H,P52434
5iy8,I,P36954
5iy8,J,P62875
5iy8,K,P52435
5iy8,L,P53803
5iy8,M,Q00403
5iy8,N,P52655
5iy8,O,P52657
5iy8,P,P20226
5iy8,Q,P29083
5iy8,R,P29084
5iy8,S,P35269
5iy8,T,P13984
5iy8,U,P23193
5iy8,V,P19447
5iy8,W,P18074
5iy9,0,Q13888
5iy9,1,Q6ZYL4
5iy9,2,Q92759
5iy9,3,Q13889
5iy9,A,P24928
5iy9,B,P30876
5iy9,C,P19387
5iy9,D,O15514
5iy9,E,P19388
5iy9,F,P61218
5iy9,G,P62487
5iy9,H,P52434
5iy9,I,P36954
5iy9,J,P62875
5iy9,K,P52435
5iy9,L,P53803
5iy9,M,Q00403
5iy9,N,P52655
5iy9,O,P52657
5iy9,P,P20226
5iy9,Q,P29083
5iy9,R,P29084
5iy9,S,P35269
5iy9,T,P13984
5iy9,V,P19447
5iy9,W,P18074
5iya,A,P24928
5iya,B,P30876
5iya,C,P19387
5iya,D,O15514
5iya,E,P19388
5iya,F,P61218
5iya,G,P62487
5iya,H,P52434
5iya,I,P36954
5iya,J,P62875
5iya,K,P52435
5iya,L,P53803
5iya,M,Q00403
5iya,N,P52655
5iya,O,P52657
5iya,P,P20226
5iya,Q,P29083
5iya,R,P29084
5iya,S,P35269
5iya,T,P13984
5iya,U,P23193
5iyb,A,P24928
5iyb,B,P30876
5iyb,C,P19387
5iyb,D,O15514
5iyb,E,P19388
5iyb,F,P61218
5iyb,G,P62487
5iyb,H,P52434
5iyb,I,P36954
5iyb,J,P62875
5iyb,K,P52435
5iyb,L,P53803
5iyb,M,Q00403
5iyb,N,P52655
5iyb,O,P52657
5iyb,P,P20226
5iyb,Q,P29083
5iyb,R,P29084
5iyb,S,P35269
5iyb,T,P13984
5iyb,U,P23193
5iyc,A,P24928
5iyc,B,P30876
5iyc,C,P19387
5iyc,D,O15514
5iyc,E,P19388
5iyc,F,P61218
5iyc,G,P62487
5iyc,H,P52434
5iyc,I,P36954
5iyc,J,P62875
5iyc,K,P52435
5iyc,L,P53803
5iyc,M,Q00403
5iyc,N,P52655
5iyc,O,P52657
5iyc,P,P20226
5iyc,Q,P29083
5iyc,R,P29084
5iyc,S,P35269
5iyc,T,P13984
5iyc,U,P23193
5iyd,A,P24928
5iyd,B,P30876
5iyd,C,P19387
5iyd,D,O15514
5iyd,E,P19388
5iyd,F,P61218
5iyd,G,P62487
5iyd,H,P52434
5iyd,I,P36954
5iyd,J,P62875
5iyd,K,P52435
5iyd,L,P53803
5iyd,M,Q00403
5iyd,N,P52655
5iyd,O,P52657
5iyd,P,P20226
5iyd,Q,P29083
5iyd,R,P29084
5iyd,S,P35269
5iyd,T,P13984
5iyy,A,O14786
5iyy,B,O14786
5iz0,A,P51449
5iz0,B,P51449
5iz0,D,P51449
5iz0,G,P51449
5iz5,A,Q86XP0
5iz5,B,Q86XP0
5izf,A,P17612
5izj,A,P17612
5izj,B,P17612
5izk,A,P57772
5izk,B,P57772
5izl,A,P57772
5izl,B,P57772
5izm,A,P57772
5izm,B,P57772
5izq,A,P15328
5izq,B,P15328
5izq,C,P15328
5izq,D,P15328
5izq,E,P15328
5izq,F,P15328
5izq,G,P15328
5izq,H,P15328
5izr,A,Q86XP0
5izr,B,Q86XP0
5izr,C,Q86XP0
5izr,D,Q86XP0
5j03,A,O43525
5j03,B,P0DP23
5j06,A,P20138
5j06,B,P20138
5j06,C,P20138
5j06,D,P20138
5j07,A,P00441
5j07,B,P00441
5j0a,A,Q96KB5
5j0a,B,Q96KB5
5j0b,A,P20138
5j0b,B,P20138
5j0b,C,P20138
5j0b,D,P20138
5j0c,A,P00441
5j0c,B,P00441
5j0d,A,Q92793
5j0f,A,P00441
5j0f,B,P00441
5j0g,A,P00441
5j0g,B,P00441
5j0o,A,P06746
5j0p,A,P06746
5j0q,A,P06746
5j0r,A,P06746
5j0s,A,P06746
5j0t,A,P06746
5j0u,A,P06746
5j0w,A,P06746
5j0x,A,P06746
5j0y,A,P06746
5j11,A,Q969D9
5j11,B,P16871
5j11,C,Q9HC73
5j12,A,Q969D9
5j12,C,Q9HC73
5j13,A,Q969D9
5j17,A,P15056
5j18,A,P15056
5j19,A,P53350
5j19,B,P53350
5j1a,A,P06126
5j1a,B,P61769
5j1s,A,O14656
5j1s,B,Q8NFQ8
5j1t,A,O14656
5j1t,B,Q8NFQ8
5j1v,A,P49759
5j1v,B,P49759
5j1v,C,P49759
5j1w,A,P49759
5j1w,B,P49759
5j1w,C,P49759
5j1x,A,O14786
5j1x,B,O14786
5j1x,C,O14786
5j1x,D,O14786
5j20,A,P07900
5j26,A,Q12888
5j26,B,P62987
5j27,A,P07900
5j28,A,P36873
5j28,B,P36873
5j29,A,P06746
5j2a,A,P06746
5j2b,A,P06746
5j2c,A,P06746
5j2d,A,P06746
5j2e,A,P06746
5j2f,A,P06746
5j2g,A,P06746
5j2h,A,P06746
5j2i,A,P06746
5j2j,A,P06746
5j2k,A,P06746
5j2r,A,P15056
5j2v,A,P07900
5j2x,A,P07900
5j31,A,P63104
5j31,B,P63104
5j39,A,Q9Y2W6
5j39,B,Q9Y2W6
5j3e,A,Q9P016
5j3e,B,Q9P016
5j3h,E,P06213
5j3j,A,P27487
5j3j,B,P27487
5j3p,A,O95551
5j3p,B,O95551
5j3s,A,O95551
5j3v,A,Q92973
5j3v,B,Q92973
5j3v,C,P68431
5j3v,D,P68431
5j3x,A,P22681
5j3x,B,P22681
5j3x,C,P22681
5j3x,D,P22681
5j3x,E,P22681
5j3x,F,P22681
5j41,A,P09211
5j41,B,P09211
5j48,A,Q13976
5j48,B,Q13976
5j4o,A,P02549
5j5c,A,P40616
5j5c,B,Q9Y6D6
5j5e,A,Q9NZ08
5j5j,A,Q02487
5j5j,A,Q14126
5j5t,A,Q8IVH8
5j5x,A,P17612
5j5z,A,P09622
5j5z,B,P09622
5j64,A,P07900
5j67,A,O75129
5j67,B,O75129
5j67,C,O75129
5j67,D,O75129
5j68,A,O75129
5j69,A,O75129
5j69,B,O75129
5j6a,A,Q15119
5j6d,A,P17752
5j6d,B,P17752
5j6l,A,P07900
5j6m,A,P07900
5j6n,A,P07900
5j6s,A,Q6P179
5j6s,B,Q6P179
5j6z,A,P02751
5j6z,B,P02751
5j71,A,Q15119
5j79,A,O43353
5j79,B,O43353
5j7b,A,O43353
5j7b,B,O43353
5j7c,C,P02751
5j7c,D,P02751
5j7e,A,O95259
5j7e,B,O95259
5j7e,C,O95259
5j7e,D,O95259
5j7e,E,O95259
5j7e,F,O95259
5j7f,A,Q00987
5j7f,B,Q00987
5j7f,C,Q00987
5j7f,D,Q00987
5j7g,A,Q00987
5j7g,B,Q00987
5j7g,C,Q00987
5j7g,D,Q00987
5j7j,B,P78352
5j7p,A,P14174
5j7p,B,P14174
5j7p,C,P14174
5j7q,A,P14174
5j7q,B,P14174
5j7q,C,P14174
5j7s,A,O43318
5j7s,A,Q15750
5j7t,A,Q93009
5j80,A,P07900
5j82,A,P07900
5j86,A,P07900
5j87,A,Q06187
5j87,B,Q06187
5j87,C,Q06187
5j87,D,Q06187
5j89,A,Q9NZQ7
5j89,B,Q9NZQ7
5j89,C,Q9NZQ7
5j89,D,Q9NZQ7
5j8c,A,Q9H7Z6
5j8e,A,Q86VS8
5j8e,B,Q86VS8
5j8f,A,Q9H7Z6
5j8h,A,P0DP23
5j8h,B,O00418
5j8i,A,O43318
5j8i,A,Q15750
5j8m,A,P07900
5j8m,B,P07900
5j8o,A,Q9NZQ7
